Date,High,Low,Open,Close,Volume,Adj Close
2014-12-31,66.8125,65.54499816894531,66.37000274658203,65.55000305175781,5904800.0,62.75148391723633
2015-01-02,66.6875,65.62249755859375,65.84500122070312,66.25499725341797,8389600.0,63.4263916015625
2015-01-05,65.875,64.71749877929688,65.87249755859375,64.7925033569336,12751200.0,62.026344299316406
2015-01-06,65.19499969482422,63.71500015258789,64.94750213623047,64.375,11070000.0,61.62666320800781
2015-01-07,65.28500366210938,64.36250305175781,64.61000061035156,65.23750305175781,9346800.0,62.45233154296875
2015-01-08,66.27999877929688,65.65750122070312,65.80000305175781,66.11250305175781,10443200.0,63.289974212646484
2015-01-09,66.11750030517578,64.94249725341797,65.90249633789062,65.13249969482422,10523600.0,62.35181427001953
2015-01-12,65.5,64.78500366210938,65.26000213623047,65.00499725341797,6425600.0,62.22977066040039
2015-01-13,66.45249938964844,64.77749633789062,65.50499725341797,65.19499969482422,10284000.0,62.411651611328125
2015-01-14,64.6500015258789,63.529998779296875,64.16000366210938,63.88999938964844,12225200.0,61.16236114501953
2015-01-15,64.36750030517578,63.09000015258789,64.17749786376953,63.282501220703125,10569200.0,60.58080291748047
2015-01-16,63.775001525878906,62.875,62.974998474121094,63.73749923706055,11137200.0,61.016361236572266
2015-01-20,64.92250061035156,63.564998626708984,64.05500030517578,64.20999908447266,14933200.0,61.46868896484375
2015-01-21,64.90750122070312,63.625,64.04000091552734,64.31999969482422,9784000.0,61.57400131225586
2015-01-22,64.75,63.342498779296875,63.86249923706055,64.4000015258789,11566000.0,61.65058517456055
2015-01-23,65.1624984741211,64.54499816894531,64.62999725341797,64.57250213623047,6166800.0,61.81571960449219
2015-01-26,64.32250213623047,63.45000076293945,64.23500061035156,64.13249969482422,8552400.0,61.394508361816406
2015-01-27,63.4474983215332,62.14500045776367,63.4474983215332,62.747501373291016,11027600.0,60.068634033203125
2015-01-28,63.252498626708984,61.57500076293945,63.13249969482422,61.59000015258789,11430800.0,58.96055603027344
2015-01-29,62.20000076293945,61.29249954223633,61.88249969482422,62.0,15668400.0,59.353057861328125
2015-01-30,65.90499877929688,63.727500915527344,65.0999984741211,63.727500915527344,22151600.0,61.006797790527344
2015-02-02,64.07749938964844,62.42499923706055,64.07749938964844,63.834999084472656,13665200.0,61.109710693359375
2015-02-03,65.11250305175781,63.685001373291016,64.17749786376953,64.94750213623047,15075600.0,62.17471694946289
2015-02-04,66.68250274658203,64.7750015258789,64.89749908447266,66.22250366210938,22170800.0,63.39527893066406
2015-02-05,67.94999694824219,66.4749984741211,66.8125,67.94999694824219,16565600.0,65.04901885986328
2015-02-06,68.11250305175781,66.51000213623047,67.9375,66.8550033569336,11242000.0,64.00076293945312
2015-02-09,67.08499908447266,66.31999969482422,66.85250091552734,66.36499786376953,7834400.0,63.53168487548828
2015-02-10,66.96749877929688,65.90750122070312,66.6875,66.13749694824219,9396800.0,63.31390380859375
2015-02-11,66.57499694824219,66.0625,66.24500274658203,66.49749755859375,8795600.0,64.12391662597656
2015-02-12,67.72750091552734,66.76499938964844,66.90499877929688,67.72750091552734,11641600.0,65.3100357055664
2015-02-13,68.1875,67.19499969482422,68.1875,67.40750122070312,8476000.0,65.00144958496094
2015-02-17,67.99749755859375,67.46749877929688,67.87000274658203,67.71749877929688,6810400.0,65.30037689208984
2015-02-18,67.75,67.0374984741211,67.71749877929688,67.27999877929688,6429200.0,64.87849426269531
2015-02-19,67.51750183105469,67.0,67.51750183105469,67.2750015258789,5654800.0,64.87366485595703
2015-02-20,68.25,66.76499938964844,67.26000213623047,68.25,9034800.0,65.81385803222656
2015-02-23,68.33000183105469,67.5625,68.23999786376953,68.25250244140625,6654800.0,65.8162841796875
2015-02-24,68.45249938964844,67.7925033569336,68.45249938964844,68.11750030517578,9045200.0,65.68610382080078
2015-02-25,68.55750274658203,67.81500244140625,67.81500244140625,68.25250244140625,6842800.0,65.8162841796875
2015-02-26,68.625,68.00499725341797,68.30000305175781,68.4375,13459600.0,65.99468231201172
2015-02-27,68.54750061035156,67.82749938964844,68.36750030517578,67.82749938964844,7965200.0,65.40644073486328
2015-03-02,69.57250213623047,68.61000061035156,69.17749786376953,69.57250213623047,11653600.0,67.08915710449219
2015-03-03,69.6624984741211,68.375,69.6624984741211,68.82499694824219,8807200.0,66.36833953857422
2015-03-04,68.7874984741211,68.0625,68.7874984741211,68.4375,8021200.0,65.99468231201172
2015-03-05,68.78500366210938,68.4375,68.75,68.53250122070312,6756000.0,66.08628845214844
2015-03-06,68.62000274658203,67.3125,68.3499984741211,67.33499908447266,11590800.0,64.93152618408203
2015-03-09,68.05249786376953,67.2699966430664,67.62999725341797,67.8550033569336,8902000.0,65.43297576904297
2015-03-10,67.46499633789062,66.30000305175781,67.41000366210938,66.30000305175781,11125600.0,63.93348693847656
2015-03-11,66.84500122070312,65.76249694824219,66.40750122070312,66.1875,12105200.0,63.82496643066406
2015-03-12,67.5,66.57499694824219,66.5999984741211,67.3949966430664,9530800.0,64.98937225341797
2015-03-13,67.20999908447266,66.125,67.20999908447266,66.25749969482422,12578800.0,63.89247512817383
2015-03-16,67.51249694824219,66.65750122070312,66.72250366210938,67.25499725341797,9849600.0,64.85438537597656
2015-03-17,67.08999633789062,66.03500366210938,67.01499938964844,66.125,14290800.0,63.764732360839844
2015-03-18,66.99500274658203,64.75250244140625,66.02249908447266,66.9175033569336,50658000.0,64.5289535522461
2015-03-19,67.19000244140625,65.75,66.83000183105469,66.80999755859375,15407500.0,64.42526245117188
2015-03-20,67.69999694824219,66.77999877929688,67.25,67.41000366210938,15372000.0,65.00383758544922
2015-03-23,68.20999908447266,67.06999969482422,68.02999877929688,67.08000183105469,8128000.0,64.6856460571289
2015-03-24,67.69000244140625,66.83999633789062,67.0999984741211,67.0999984741211,6534800.0,64.70491790771484
2015-03-25,67.43000030517578,65.7300033569336,67.0999984741211,65.7300033569336,13054300.0,63.38383483886719
2015-03-26,66.30000305175781,65.0199966430664,65.25,65.58999633789062,9487200.0,63.24881362915039
2015-03-27,65.80999755859375,65.1500015258789,65.5199966430664,65.54000091552734,6521100.0,63.200592041015625
2015-03-30,66.31999969482422,65.5,66.0199966430664,65.66000366210938,11237100.0,63.31632614135742
2015-03-31,66.20999908447266,65.38999938964844,65.47000122070312,65.41000366210938,7400500.0,63.07524108886719
